alf,wob,gndr_cd,lsoa2011_cd
169511828,2007-11-13,0,W95507719
565551746,2015-08-20,0,W35831562
581279748,1928-01-16,0,W95088407
450407305,1988-12-19,0,W26462381
231987944,1970-10-28,0,W87962751
542921310,1982-09-15,0,W15867499
552716221,1959-12-21,1,W92218745
722827591,1991-06-06,0,W30594582
663898223,1939-04-08,1,W08810211
480687074,1969-06-16,0,W55751145
676264663,1955-11-11,1,W43326504
515568441,2009-03-20,1,W53577188
298568626,1995-10-16,0,W38463588
692830321,1968-07-26,0,W93864581
104018384,1987-07-19,1,W75855360
316248950,1999-03-14,0,W73663564
663358434,2002-08-18,0,W75473557
305974614,1928-08-08,1,W61338730
653186167,1982-05-09,0,W73378099
974679030,1989-05-16,1,W80407751
140274472,1962-11-19,0,W34907954
478658794,1982-03-18,1,W92266939
296607824,1960-02-19,0,W31653323
531929786,1928-02-29,0,W60059706
344687308,1924-01-04,1,W98382383
121235099,1982-04-08,0,W94948897
501637099,1923-05-08,1,W25879485
262397448,2007-04-23,1,W19630257
657815158,1979-03-11,1,W25984884
543656335,1984-06-30,0,W85726815
853394689,1922-06-23,0,W09755281
769609302,1926-10-24,0,W82582425
819614083,1978-12-07,1,W16159817
555489659,1927-03-31,0,W87363858
898468853,1949-09-07,1,W81313121
570967614,1997-10-17,0,W13695268
791041340,1995-01-12,0,W60974428
693265164,1952-04-28,0,W92634718
649031194,2012-05-04,1,W48878026
749476857,1933-07-15,1,W19722005
839441699,1950-07-19,1,W33548248
707210728,1983-05-07,1,W62513866
681574956,1995-10-03,1,W19048395
516143438,2008-01-20,1,W50592405
999557939,1980-09-14,1,W20295601
952075450,1955-03-17,0,W65431629
253874508,1941-06-23,0,W90410854
907638200,1969-04-03,1,W30312308
200944158,1951-04-08,1,W40986659
970031221,1979-08-30,0,W39692783
275467590,1948-11-13,0,W04804835
610811986,1992-10-13,0,W61843263
644814617,1946-02-24,1,W51638718
458880143,1982-09-07,0,W70035817
983358673,1921-08-22,0,W04077418
334692116,1982-12-05,1,W97469035
763145645,1928-01-16,1,W17616163
890917373,1967-12-08,1,W13492570
895166811,2019-06-30,1,W29858855
638911748,1960-12-02,0,W02803184
619510319,1999-03-06,0,W14636369
394704896,2003-08-11,0,W74428250
917183158,1977-03-30,0,W35598093
223635708,1938-07-20,1,W10957939
175871303,1924-03-07,1,W31998337
287572078,1943-06-28,0,W63244452
376487836,2017-08-14,1,W38864855
913351349,1982-02-16,0,W20750705
224660908,1956-10-02,0,W20120995
623864009,1936-07-09,1,W17968818
870837803,1983-07-10,0,W51619411
399285531,1982-08-04,0,W38622161
941889220,1922-11-12,0,W24099390
291823952,1994-06-23,1,W87155039
451090829,1924-08-15,0,W25647392
264675009,1992-01-09,1,W51657858
589772437,1928-10-01,1,W56830945
757078404,2009-04-23,1,W63705347
825819638,2013-03-16,0,W86591200
103949287,2000-01-24,1,W62564919
278377113,1952-02-01,0,W42148787
350178655,1949-06-12,0,W58250004
909481944,1952-10-05,1,W17270360
618932750,2012-12-25,0,W53831029
517808958,2015-06-23,1,W43493072
315659761,2018-11-06,0,W07099018
392139927,2006-01-12,0,W13412246
100682362,1924-05-11,0,W23348214
343092570,2001-07-30,0,W88388250
435706066,1976-06-26,0,W58975986
108088385,1994-12-04,1,W06342577
973393935,1993-02-18,0,W01307324
888981935,1945-09-24,1,W25529467
230161664,1982-06-04,0,W87053498
975521271,1938-02-11,1,W00933046
706950377,1959-05-07,0,W53922338
635246351,2018-10-02,1,W51172124
941854975,1938-02-25,0,W37158848
814266046,1943-05-20,1,W40367404
848271141,1947-06-27,1,W49755843
627642588,1928-10-01,0,W86776333
104285006,1964-03-23,0,W97257998
919030578,1963-04-02,1,W20826459
557545987,1962-02-06,1,W73236900
649999740,1977-08-29,0,W57339694
319485386,2009-04-15,1,W14429884
173868127,1933-03-22,0,W99856394
115401890,1967-10-09,0,W88702953
838957924,1948-02-18,0,W90701468
178632554,1944-07-21,1,W21301856
180493417,1967-04-28,1,W12927662
900711320,1927-02-15,0,W63527654
485090973,1977-11-10,1,W74672612
924965418,2011-06-08,1,W04016041
964882457,1987-02-25,0,W09073658
764691934,1946-12-12,0,W68417180
507531078,1973-04-21,1,W94780153
242103434,1978-05-02,1,W50916515
716935369,2015-07-03,0,W66706057
895663346,1975-05-05,1,W68916869
434525430,1984-01-02,0,W34127827
601504885,2018-12-08,0,W86779763
925010735,1926-01-17,1,W64314760
625376768,1934-12-29,0,W81760269
915029223,1993-08-04,1,W47936416
829931833,1938-06-28,0,W21360356
383102353,1944-05-27,1,W87207018
903106184,1926-10-09,0,W79778046
400899751,2015-06-11,1,W17790275
407893428,1967-07-24,0,W01003565
921032040,1939-03-21,1,W11824528
699987905,2000-06-14,0,W22050609
909335992,2011-10-17,1,W99405845
943641914,1945-09-06,0,W31450005
123622052,1968-02-27,1,W02833226
177222941,1967-01-29,0,W76924176
612760469,2012-07-17,0,W99995168
171784383,1929-05-06,0,W77341835
351835621,1992-02-22,0,W30687194
507832739,1991-07-22,0,W57408799
923472121,1931-04-07,0,W77874105
378703888,1921-09-24,0,W07369724
804960075,1930-05-05,1,W93038662
547950052,2002-01-15,0,W28556972
511796491,2007-03-06,1,W71038068
938339717,1994-06-01,0,W92012044
475484346,1990-10-19,1,W20677003
503219181,2006-07-10,0,W24450892
869716803,2005-05-24,0,W56974147
320950363,2001-08-25,0,W24876891
326259173,1944-02-10,0,W90294050
211559110,1933-05-15,0,W33985490
207527493,1982-02-10,0,W16869379
789645067,1991-09-08,0,W62357583
545858431,1989-01-07,1,W51471082
985709150,1925-11-22,1,W76891801
187086525,2011-12-14,1,W83497629
532092000,1974-07-08,1,W00281145
747494486,1940-01-07,1,W62928440
840938000,2004-05-23,0,W42689213
202285245,1962-03-24,1,W24084481
846151943,2003-03-03,1,W73085878
209538441,2011-11-23,0,W59403868
207246088,1976-05-30,1,W73250695
701524169,1993-01-15,1,W47219600
833099976,2013-06-26,1,W99731763
192860071,1956-07-14,1,W34412723
803883072,1957-05-08,1,W76157877
782847095,1952-09-22,1,W20031175
538026944,1978-01-17,0,W17258895
237533383,2018-10-10,0,W15223443
161495917,1932-04-22,1,W49901448
283210562,1940-01-22,0,W62403889
498572287,1977-10-03,0,W29319084
932993419,1931-10-17,0,W22129170
605596596,1971-05-26,0,W33012207
513912570,1932-07-29,1,W53177119
551631367,1930-06-15,1,W44173777
910934799,2000-11-24,0,W70470222
318563103,2020-09-01,0,W42545237
984184090,1927-08-15,1,W44659148
726110627,1947-08-03,0,W76191907
381199977,2014-09-15,1,W35816534
784889421,2017-12-20,1,W14055402
973204676,1935-05-31,0,W95173938
708134273,2003-10-28,1,W95716281
607910949,2003-09-18,0,W01264136
864145307,1955-04-16,1,W07849534
658378767,1942-01-08,0,W04753214
953282345,1956-06-16,1,W43367764
213332141,1928-01-16,0,W57202228
247799806,1976-05-10,0,W09313025
903540266,2010-08-10,0,W11608927
990222238,1934-04-23,0,W86813993
541516581,2017-11-11,1,W93039325
171461176,1992-09-01,1,W83785799
749500658,1975-04-17,0,W31757845
819025951,1939-02-11,0,W40024907
969849859,1924-06-12,1,W52249850
526059983,1921-12-09,1,W54500925
955342515,1964-05-15,1,W38097645
519005857,1965-03-17,1,W09405508
482586017,2003-04-16,1,W44277457
689422293,1921-04-06,0,W30769982
826213914,1983-05-11,0,W83947297
123328666,2020-07-13,1,W82872086
467717926,1958-01-07,0,W28673224
177644974,1920-09-01,0,W99613852
239395699,1967-09-19,0,W72050578
280489453,1965-03-06,1,W03202060
529900006,1964-01-05,1,W57305780
998854062,1979-06-01,0,W25764432
206225412,2017-05-05,0,W54552917
733334470,1968-10-31,1,W76929411
227602379,1970-06-23,0,W35805734
641154432,1920-09-13,1,W52701494
208715574,1922-12-26,0,W57829391
737061559,1974-06-03,1,W49256713
517977645,2017-01-10,0,W43870847
745365571,1997-03-27,0,W91072526
515619539,1925-11-05,0,W51631266
788574085,2005-05-10,1,W92058351
713859638,1955-07-20,1,W65502641
368117863,1921-07-24,1,W20710620
703030628,1989-01-04,0,W00004409
272058426,1954-03-11,1,W17733364
845636034,1980-03-25,0,W87998672
437327980,1993-11-29,1,W11192404
111578290,1955-12-27,1,W30743489
329072399,1996-07-28,1,W86341621
335433149,1947-01-05,0,W84907605
873484191,1991-08-29,1,W19551020
214220705,1925-09-03,0,W66872076
399701028,1959-03-25,0,W39381124
683624565,2005-03-22,1,W40804263
995222442,1937-11-02,1,W37204389
954217364,1963-10-17,0,W78212689
438090442,1989-05-08,1,W02114648
589374883,1944-10-08,0,W47610886
262454887,1923-04-25,0,W26717656
792298075,1977-10-14,1,W76996942
435232484,2007-08-06,0,W07724014
877920483,2000-08-28,0,W77194192
335710718,1923-07-13,0,W15574861
230038882,2011-03-12,0,W00618724
796549453,2011-07-30,1,W19825211
494296805,2017-12-19,1,W12683140
273393786,1934-09-22,1,W39723352
246675454,1992-08-18,1,W91989222
291522714,1956-09-05,0,W86605620
755644102,1940-07-31,1,W92141967
841298797,1972-12-26,0,W29664850
291169341,1934-12-28,1,W03973098
583189006,2018-10-08,1,W18748383
232428740,1938-03-28,1,W75301541
784217229,1995-06-24,1,W87665325
863985176,1961-05-30,1,W92574745
384811593,1986-10-29,0,W47055765
171631716,1967-04-14,0,W31247859
765012826,2005-12-05,1,W12933557
690049704,1961-09-12,0,W73127230
360912217,1981-08-26,1,W99302171
502306519,1935-04-14,1,W59958727
796234630,1975-01-07,1,W04609080
817810896,2016-11-30,0,W35002386
658279220,2018-08-23,1,W66770791
116229087,2009-07-19,0,W48326788
278172938,1921-03-17,0,W16509661
263314797,2008-05-03,0,W44693937
132215789,1920-04-13,1,W75465981
232393789,1998-02-07,1,W28730726
157187039,1956-03-22,0,W31601410
830980946,2006-02-26,1,W65428132
868523981,1938-07-28,0,W07031412
674894667,1970-09-12,0,W66366897
611684095,1932-08-21,0,W54783046
791342855,1946-02-01,0,W94756933
145220688,1931-02-26,1,W59480344
845282217,1968-06-15,0,W37467293
284741081,1937-06-29,1,W96170666
680655017,2002-01-22,0,W28678983
698160481,1935-01-21,0,W20582884
128878845,1926-11-08,0,W87188688
711077990,1927-01-29,0,W50302121
945667429,1949-12-29,1,W69067277
608543198,1997-07-17,1,W15629154
808063367,1943-04-17,1,W21877441
669581630,1923-04-09,0,W16055743
377819629,1984-11-08,1,W81643643
178200238,1963-03-04,1,W72999289
525841559,1967-02-25,1,W33745867
768660256,1976-05-24,0,W82441161
983237981,1942-03-12,0,W27445883
132867980,1930-06-06,0,W12137214
353620100,1998-07-05,1,W69959017
149036831,1972-10-02,0,W99642170
477370959,1948-05-20,0,W79408947
201474985,2019-07-11,1,W36274317
644163386,1978-10-19,0,W86044019
944263871,1925-06-20,0,W68585336
867643997,1957-05-28,1,W93302637
282118960,1967-08-11,1,W81975462
815108545,2016-04-18,0,W75249285
798467841,1960-10-21,0,W35423889
459799744,1998-01-05,0,W93478971
451386101,2001-07-30,1,W24465048
421934088,1960-06-03,0,W50557514
884130148,1951-12-06,0,W30150017
252112142,1983-08-18,0,W47465228
178794632,2019-07-23,0,W31526987
392504156,1990-01-16,1,W58827309
582215844,1947-03-21,0,W99248990
739429698,2017-07-28,0,W37923727
234716503,1977-04-10,1,W68846168
872470283,1926-06-21,0,W64893265
167477730,1994-03-10,0,W99124921
675845037,1997-06-12,0,W00968837
502767483,1985-08-01,1,W85692184
395438137,1980-08-19,0,W62933682
521091472,1936-06-18,1,W28009232
485113357,2020-01-19,1,W18217474
783748121,1996-05-30,0,W40027033
254995826,2006-06-26,0,W87591793
825887792,1964-01-20,0,W63630760
498089579,2020-01-04,1,W77194252
784121217,1970-02-14,1,W33374772
259563351,2000-12-07,0,W43505416
922016912,2005-10-02,1,W47630846
855096349,2019-04-21,0,W06178958
228017382,1923-07-08,0,W48836426
391905423,1932-08-04,1,W21669864
924147991,1924-12-24,0,W35453120
625618668,1947-12-08,0,W34439006
483340680,1923-06-26,1,W27171536
290568649,2000-08-01,0,W27441798
721409955,2014-04-05,1,W77400300
933367207,1975-02-20,0,W72699476
547595130,1979-10-23,0,W97464833
925636144,1993-06-28,1,W27838218
962905869,1997-06-07,0,W36457160
646859999,1922-08-16,0,W62996616
849934139,1922-12-04,0,W23188998
228404931,1949-03-01,1,W62594184
133001038,1950-08-13,0,W75838746
511704615,1940-11-17,0,W63661224
400436562,1969-07-08,1,W16724855
661752442,1942-03-10,0,W55464033
888925232,1995-09-15,1,W75747355
785429599,1984-10-26,0,W61425627
366024271,1936-02-06,1,W66302811
839779905,2005-02-18,0,W44025869
428838244,1952-07-05,1,W79044323
719051210,1952-11-02,0,W04553740
839909335,1960-01-17,1,W20956021
698916515,1981-11-27,0,W16935345
447782671,1974-09-20,0,W51674847
854588017,1990-06-26,0,W43016672
975975887,1996-03-21,1,W07660364
497433360,1944-05-09,0,W68889089
445792867,1966-10-11,1,W78127217
338741341,1998-06-17,1,W34292360
418522010,1971-11-13,1,W12222984
893610830,1953-06-06,1,W58531765
538964877,1989-02-12,0,W03290870
318622485,1951-08-24,0,W04582545
178347648,1931-06-02,1,W39296170
490704062,1926-07-25,0,W51096970
339940771,1934-08-10,1,W21939493
148738404,1962-04-23,1,W92672599
857082333,1968-01-25,0,W36961091
357825665,1968-06-15,1,W66236959
226680811,1941-07-15,0,W14102127
305442768,1966-02-18,0,W78645072
541008128,2016-06-10,0,W27388774
782936469,1938-05-18,0,W14574378
832863719,1933-03-20,0,W89685183
960580265,1923-01-11,0,W86758748
757943026,1976-05-29,0,W70940224
991049228,1980-03-03,0,W72819424
154728866,1923-04-18,1,W36649760
844756126,1954-07-22,0,W97622716
376364317,2020-06-17,0,W33727190
498654625,1978-06-19,0,W77500803
862818038,2017-10-31,1,W80410016
576440876,1973-02-22,1,W36675572
303591857,1993-11-16,1,W68519140
200075753,1945-08-18,0,W19246259
105236101,1959-09-25,0,W99733967
181166201,1923-07-13,1,W48314013
682440978,1920-05-19,0,W77569085
609778241,1991-07-11,0,W98809789
952424657,1925-02-06,0,W69185482
177611222,1946-11-12,1,W53494160
207633367,1938-04-02,1,W26778448
762400902,1944-06-15,0,W92132821
133563658,1920-07-31,0,W43490157
391863096,1933-07-31,0,W13010677
842134557,1975-11-30,1,W15974089
276188166,1974-01-21,1,W90545199
615865547,1984-10-06,1,W93973622
316921357,1953-03-27,0,W73244498
626677699,1989-03-31,1,W01771118
471943404,1935-11-09,1,W98801613
866876643,1984-12-05,0,W61069354
778161827,1999-10-10,1,W70028948
528499247,2014-01-29,0,W77968284
246939334,1932-09-10,0,W74077336
848473489,1989-03-03,0,W31482315
130224898,2016-10-15,1,W31784905
659473160,1975-08-10,1,W07857560
424954959,1978-05-14,1,W63977859
237371392,1995-02-21,1,W78518861
505137437,1970-03-18,0,W82973330
583443861,1961-03-05,1,W67447023
658910384,2020-09-02,0,W37928749
428734316,2013-08-26,0,W77320290
350800688,1977-12-02,0,W06306064
535387993,1994-12-22,1,W52460770
543323774,1968-10-22,0,W93718893
101300289,1965-05-03,1,W22420366
539230744,2005-12-20,1,W90706708
963981817,2008-04-05,0,W25640882
671927831,1974-06-03,0,W07246168
705901863,1947-04-16,1,W26010876
442964516,1922-04-15,1,W31052784
311839574,1934-09-01,1,W30699852
744309809,1950-01-14,1,W20845144
932740616,1979-09-29,1,W93212107
989671109,1981-04-15,0,W32191713
200294692,1950-10-13,1,W17050368
549593482,2000-05-23,0,W24625600
776066430,1968-11-09,1,W44346366
444690550,1996-06-03,1,W98687323
338789054,1932-07-11,1,W26465566
522459079,1987-01-16,0,W02300703
789303949,1958-09-09,1,W86591032
518337046,1934-02-01,1,W30548446
455015662,1929-12-29,0,W96171286
594561755,2001-03-17,0,W73750946
936908344,2013-11-26,0,W23477417
819817409,1961-01-03,1,W59663441
408871666,1948-04-24,1,W27257588
934256702,1937-03-11,0,W98392581
362808443,1963-04-27,0,W27781540
760476280,1926-06-04,1,W95224306
946062097,1922-12-05,0,W34565793
866381544,1921-03-01,0,W99649067
459374136,1943-04-26,1,W75508356
453675628,1921-06-15,1,W54959245
810609115,2014-07-13,0,W21530567
445620438,1945-02-10,1,W50804032
142402884,1993-11-22,1,W35693279
542101790,1981-09-11,0,W00532757
118206346,2010-02-13,1,W38567026
443742785,1979-05-28,0,W99263263
262257304,1997-05-22,1,W91140700
784428001,2006-07-17,1,W71341610
999760107,1931-01-14,0,W99160794
758863233,2010-05-03,0,W81178572
215474824,2020-04-26,0,W46985027
791482676,1997-09-01,0,W61689479
557126412,1958-03-07,1,W48848319
261012973,1934-06-22,0,W87832705
164071537,1953-09-06,1,W50791962
202683329,1971-01-24,0,W66886573
468159742,1982-05-11,1,W05116072
131257869,1960-11-29,0,W05898206
720141871,1964-09-26,0,W94872716
611423950,2012-02-24,1,W99048811
721540407,1976-03-31,0,W14426582
494687898,2016-10-08,0,W31648798
112513304,2003-12-11,1,W75130411
826234427,1986-10-29,0,W64956323
312491249,2004-01-12,0,W71471256
624161675,2004-07-19,0,W94141548
660625203,1972-02-14,0,W97034137
716542113,1962-09-11,1,W51120661
976410711,2004-07-12,1,W05095403
265359860,1957-11-08,0,W11251203
372189342,1947-01-21,1,W21095511
442000074,1936-06-09,0,W90380255
278797685,1982-10-21,0,W64946103
391389251,1960-10-04,1,W25985751
153354143,2013-05-12,0,W59009505
957636376,1960-12-08,1,W80679929
634593486,2011-08-24,0,W19605549
709968525,1945-11-12,0,W31556172
422803531,1967-09-24,0,W19036354
862113820,1953-06-05,0,W85592497
666572981,1935-05-21,0,W92020318
389688605,1940-02-21,1,W79771766
503756557,2010-03-10,1,W69456993
814994498,1931-08-25,0,W87417957
774508338,1927-11-01,1,W71086687
872755317,1987-03-27,1,W11411070
648741910,1937-12-30,0,W72805959
418862313,1965-01-20,1,W61975352
123299029,1954-01-28,0,W57959104
393151870,1978-04-02,0,W19758476
825440843,1965-09-09,1,W50843169
698300333,2002-10-31,1,W03994756
373418788,1993-03-26,1,W55034433
961154629,2012-10-12,1,W79395605
529350882,1974-03-03,1,W53687076
147633057,1920-02-02,0,W19479080
298140810,1972-01-28,1,W80805251
321175832,1957-11-15,1,W91634820
448670087,1933-05-24,0,W56062064
163093822,1992-09-14,0,W41879728
159993589,2016-10-23,0,W50224759
804113350,1929-05-11,0,W06374600
854456244,1959-01-17,0,W83139689
404446842,1971-10-12,1,W26323629
871894344,1947-04-24,1,W11802089
948981704,2008-11-24,0,W86503352
515745026,1999-07-17,0,W24639890
500794384,2005-08-09,0,W40515191
378005985,1993-06-06,1,W52003470
575902703,1944-08-23,1,W49158856
559317563,1990-02-21,0,W30631621
463053580,1977-04-05,1,W39007277
739573816,1940-08-10,1,W33370195
807938467,1930-08-07,0,W81732795
853111588,1928-10-16,0,W77270049
459850413,1947-03-10,1,W72929619
964411899,2001-11-18,1,W54850087
824994370,1961-10-21,0,W54257609
707811625,2016-06-29,0,W81023870
614118948,2010-11-18,1,W90782004
488760430,1968-10-23,0,W82703134
241536298,1922-11-16,0,W45975132
774691221,1966-09-08,0,W02481264
222036299,1979-07-16,0,W13540201
491136879,1994-09-12,1,W22390344
430841459,2011-12-15,1,W98923470
666719240,1928-12-31,1,W96080578
941892893,1978-04-07,0,W16511683
575705661,1927-11-30,1,W61883403
610101218,1966-02-08,1,W03103145
392469491,1952-10-17,1,W92309383
683941389,2013-04-11,1,W43428928
407606396,1947-04-09,0,W13350779
995953721,2017-05-08,1,W52168975
341991912,1921-07-13,1,W52832606
358856615,1951-03-08,0,W87675876
650086773,1988-12-14,0,W54037161
510122265,1927-03-25,1,W67850352
426548466,1934-03-13,1,W37592310
100621179,1992-12-05,0,W07159693
958888429,1986-10-19,1,W97867026
340066933,1921-01-07,0,W71982170
407393541,2000-01-30,1,W63160203
201840873,1973-09-04,1,W60027369
109292567,1942-11-13,1,W29216196
944247117,2002-09-22,0,W39033788
140329031,1973-10-07,1,W11615412
868652952,1986-02-12,0,W10709246
247909286,1922-11-04,1,W07519466
903929160,2006-07-31,0,W61276596
688372226,1931-10-13,1,W82723264
883315914,1985-03-15,0,W13383557
378761691,1948-01-14,0,W70206400
421965566,1939-01-01,0,W29890112
625702539,1976-05-10,0,W88658313
925248381,1938-09-12,1,W24618921
691688976,1922-10-08,1,W47574076
161969116,1998-01-27,1,W88736094
674443963,1933-07-21,0,W29706904
583658876,1995-07-30,0,W98303014
838448993,1944-05-03,1,W24422330
168053105,2005-03-23,0,W59759181
588912093,1958-06-06,1,W00196136
456613182,1982-02-03,1,W41049184
601479283,1958-11-25,0,W34209569
390548853,2004-05-03,1,W37786537
443793463,2002-03-06,1,W88891288
588417980,1996-10-23,0,W87582528
102937315,1991-04-15,0,W51283660
801286130,1945-08-10,1,W11173267
789308276,1995-10-26,0,W54290003
213338391,1995-02-10,0,W73526857
979648234,1975-06-07,0,W72130234
265868476,1947-09-14,1,W93469624
318725212,1955-06-19,1,W45545621
258217334,2005-01-17,1,W39216139
893959191,2016-02-05,0,W66752206
524056573,1971-05-03,0,W94038300
173770488,2016-07-27,1,W49680143
701124130,1954-08-03,0,W85238708
768099870,1945-07-27,0,W26756966
730716386,1970-04-17,1,W33458219
995121828,2006-05-12,1,W53220826
771539402,1928-04-02,0,W10612192
352150296,1934-09-30,1,W99360677
847826261,1988-09-12,1,W65462722
422855772,1951-05-20,1,W03897819
841933434,1937-05-15,0,W54793413
197848354,1927-12-16,1,W77731972
150481634,2011-09-21,0,W48733039
173220709,1940-11-15,0,W73336754
314379983,2011-03-29,1,W33754613
322704915,1966-11-19,1,W83798118
878958942,1972-10-21,0,W08241434
926591119,1927-07-25,0,W03987977
691806521,1969-11-15,0,W19967359
342557818,1951-11-20,0,W11182729
321414687,2002-03-03,1,W21602855
434533071,1936-11-30,0,W43813507
108761842,1960-02-27,0,W47617972
984135338,1958-11-20,1,W08516186
427845831,1983-05-21,1,W38887721
552328558,1925-06-15,0,W17966061
431425030,1996-02-21,1,W12227647
908762922,1979-12-07,1,W02356779
771055333,1952-04-22,0,W11752989
211825277,1999-03-24,1,W46823184
766206792,1933-10-14,0,W74880298
474116072,1920-07-07,1,W80377360
797590426,1994-12-17,0,W51721408
608969278,2003-05-12,1,W29285882
440111122,1940-11-12,1,W86058390
988983341,2006-02-13,1,W60192127
931063188,2001-01-07,1,W70341046
483224603,1975-10-04,0,W18179407
456181711,1985-01-04,0,W31666253
459949734,2005-11-20,0,W21653479
881232745,1985-04-23,1,W42743617
595682375,1951-04-04,0,W91972517
752881671,1934-04-19,1,W55818150
482840102,1973-03-21,0,W20361634
531816427,1972-01-01,1,W62000632
786084921,2017-10-01,1,W13814183
984324794,1988-07-22,0,W35309487
804511026,1974-12-25,1,W74646254
647057939,2008-02-01,0,W71026629
258266030,1986-02-05,1,W29265585
755884531,1929-08-24,1,W56580177
596351759,1999-02-27,1,W51803289
812761364,1944-08-06,1,W64180247
203098584,1984-08-30,0,W30870979
634466645,2010-02-10,0,W65938319
610256912,2020-05-11,0,W06143170
341913596,1999-10-01,0,W80968528
542621523,1947-01-16,0,W99669176
861428195,2008-06-10,0,W01080304
540189207,1975-04-19,0,W76505466
582673701,2007-06-14,0,W11593857
856229275,1985-11-18,1,W85239373
523564982,1999-07-23,0,W96921941
507179941,1950-08-17,1,W93137585
935182528,1964-09-27,0,W53316346
999889183,1980-09-29,1,W36719598
338541715,1974-04-30,1,W24070698
131147384,2004-01-26,0,W60404528
655949405,1975-02-05,0,W84865306
307811897,1948-10-28,1,W81412338
274409641,1957-01-24,1,W24912510
993500760,1943-03-23,1,W17036336
104845858,1948-07-04,1,W95400442
843394839,1934-05-29,0,W81555149
444462070,1990-11-03,1,W22201720
473301214,1932-04-17,1,W70658245
390637296,1970-03-18,1,W84955878
445386414,1923-12-06,0,W18154461
188477540,1965-06-26,1,W39617096
683069852,1922-11-16,0,W40836899
820995416,1924-06-04,0,W09958888
228809220,1982-01-08,0,W93987936
953540089,1963-08-09,0,W23079123
388410195,2004-07-26,1,W75575913
449052608,1978-03-16,0,W72449536
562884917,1947-01-28,1,W47736267
969972577,2017-08-18,0,W39349774
213125039,1999-09-29,1,W70060693
764720449,1924-12-29,1,W61222664
635551971,1920-06-11,1,W63807357
654940271,1940-06-19,0,W42674324
760345419,1997-08-01,0,W26559979
491156223,1920-08-15,0,W30570452
286876024,1953-04-22,1,W97524832
307314647,1988-03-10,1,W36256217
191853774,1965-07-13,1,W46995139
922365894,2002-08-04,0,W18258987
307501497,1973-03-18,0,W83753502
327437082,2000-02-27,1,W90775321
951007657,1985-04-25,0,W68182966
763247153,1961-06-17,1,W84673030
669680273,1942-09-17,0,W15443359
369841801,1969-07-18,1,W83345396
912636965,2004-05-12,0,W03202380
559849957,2018-09-26,0,W97459499
336213016,1995-10-29,1,W05713596
287969959,1971-01-08,0,W45529793
850000258,2020-01-01,1,W18918484
717015795,2014-05-31,0,W22479139
179264689,1973-06-18,1,W20635552
697844958,2018-06-25,0,W96671815
934759309,1953-10-25,1,W53995233
521669836,1979-05-12,1,W90700454
524981694,1996-09-03,0,W86038695
238414081,2001-10-08,1,W13401265
359550888,1980-02-14,0,W23656451
566096262,1934-11-06,1,W79683249
469317802,1988-05-23,0,W60711309
359939051,1924-09-14,0,W43964324
403493044,1943-08-11,0,W77799590
822652487,1948-05-15,1,W41103076
208965770,1986-02-25,0,W39166039
847736968,1932-03-16,0,W91973130
292546270,2018-05-18,1,W82835770
752169699,1962-04-29,1,W34142769
769947464,1927-09-12,0,W69151790
407348507,1999-09-09,1,W08912168
697431403,1941-02-12,1,W30019338
753126085,1983-11-06,0,W46530230
796478907,2015-03-20,0,W97611144
621680709,1998-02-01,0,W37207281
268352857,1939-05-08,1,W55504561
878921779,2005-01-26,0,W98473795
896403460,1964-03-06,1,W83471498
874929793,1921-05-22,0,W93994207
445828756,1979-07-27,0,W69948861
374140716,1936-09-03,1,W96080653
386342107,1997-02-14,1,W61527619
453429195,2003-05-02,1,W33209843
279182312,2019-12-07,0,W22357679
989560220,2018-09-14,1,W59860987
394092191,1980-06-16,1,W05985833
232836861,2001-07-03,1,W34370162
569570592,1961-06-28,1,W72667792
717466123,1941-10-26,0,W36654881
496422633,2019-07-07,1,W17776438
665440253,1950-02-03,1,W32948887
210982508,1960-10-24,1,W96086110
568733395,1997-12-27,1,W69144783
186052482,1987-05-25,0,W17008554
645849440,1960-05-31,0,W23950274
262829039,1938-02-09,1,W31851021
591242155,2020-02-13,1,W57527537
587789307,1975-11-15,0,W39792717
849117382,1936-09-27,0,W94110589
990740301,2003-11-21,1,W15136072
992970186,1947-04-14,1,W63736760
601314545,2012-09-06,1,W99294277
284318820,1964-12-08,1,W63380729
364376029,2004-02-22,1,W38396403
369519700,1942-11-23,0,W27215825
596031050,1943-09-01,1,W84157773
681846062,1988-09-30,1,W52399343
281180494,1927-02-21,0,W77839333
752594848,1922-02-16,0,W98894945
160489302,1930-12-05,0,W66077738
327184202,1942-01-14,0,W74171727
796813513,1925-01-13,0,W61514027
171407273,1942-05-27,0,W69274146
899600492,1953-01-01,0,W50057110
338421809,1988-04-20,1,W27276376
995082900,1930-11-19,1,W47979457
928157012,1921-09-11,0,W24129165
198460511,2020-09-25,0,W74637135
866090544,2015-08-15,0,W10855570
378652620,1980-10-02,0,W87690516
870600237,1947-12-10,1,W82390575
154314504,1965-03-04,1,W68494071
548151976,1998-03-04,1,W09828251
189843914,1933-04-01,1,W55490983
466988744,2020-01-23,0,W80844539
632711354,1936-09-06,1,W59388409
574130199,1921-04-13,1,W27047516
741636654,2010-12-10,1,W29139649
948780922,1925-07-26,1,W51769278
807915568,1982-03-25,0,W05839809
943912305,1991-01-22,0,W86947000
844426372,2011-07-29,1,W78132668
866512274,2015-02-19,1,W20770548
701230615,1980-12-13,1,W43043009
